,User,Tweets,Country,category,likes,date
185,EmmanuelMacron,january 9 2015 name madness islamist terrorist assassin philippe yohan yoav francomichel never forget heroism security rescue forces courage lassana either,France,Society & Culture,5306,2023-04-07 03:32:16+00:00
186,EmmanuelMacron,mackysall thoughts go relatives victims terrible accident occurred last night vicinity kaffrine france presents condolences stands next senegalese,France,Society & Culture,5245,2023-04-06 12:10:24+00:00
187,EmmanuelMacron,valade povo brasileiro e instituies democrticas devem ser respeitadas presidente lulaoficial pode contar com apoio incondicional da frana,France,Politics & Government,5227,2023-04-06 12:10:05+00:00
188,EmmanuelMacron,brazilian people democratic institutions must respected president lulaoficial count unwavering support france,France,Politics & Government,5199,2023-04-06 12:09:37+00:00
189,EmmanuelMacron,papotin thank,France,Society & Culture,5188,2023-04-06 12:09:17+00:00
190,EmmanuelMacron,cabu wolinski charb tignous honored bernard maris elsa cayat frdric bosseau franck brindsolaro ahmed merabet mustapha ourrad michel renaud clarissa jeanphilippe philippe braham yohan cohen yoav hattab franoismichel saada never forget,France,Society & Culture,5138,2023-04-06 12:09:00+00:00
191,EmmanuelMacron,defense face adversity dreyfus republic love sacrifice homeland 150 years birth peguy charles invites us always find french mystic unites us,France,Society & Culture,5120,2023-04-06 12:08:45+00:00
192,EmmanuelMacron,health simply public policy among othersit one allows others caregivers daily basis embody solidarity nation huge thank,France,Health,5109,2023-04-06 05:34:21+00:00
193,EmmanuelMacron,600000 patients chronic diseases currently treating physicians end injustice end year offered solution access treatment team,France,Health,5077,2023-04-06 05:33:54+00:00
194,EmmanuelMacron,freeing medical time caregivers hospital city thats going accelerating deployment medical assistants nearly 4000 already signed contract target 10000 end next year,France,Health,5000,2023-04-06 05:33:21+00:00
195,EmmanuelMacron,cake baguette french knowhow put spotlight recognition bakerpastry industry excellence know difficulties side support,France,Society & Culture,4974,2023-04-06 04:27:09+00:00
197,EmmanuelMacron,victory peace restored,France,Health,4968,2023-04-06 03:54:13+00:00
198,EmmanuelMacron,victory return peace europe support ukrainian weaken confirmed president zelensky france provide light combat tanks continue support field air defence,France,Politics & Government,4965,2023-04-06 03:52:43+00:00
199,EmmanuelMacron,since sunday strong ties sweden held presidency council european unionwe reaffirm common agenda swedish prime minister ulf kristersson sovereign greener protective europe,France,Politics & Government,4959,2023-04-06 03:52:14+00:00
200,EmmanuelMacron,ordem e progresso brasil hona seu lema parabens caro presidente caro amigo lulaoficial por sua possesse estamos juntos,France,Politics & Government,4951,2023-04-06 03:48:30+00:00
201,EmmanuelMacron,order progress brazil honours motto bravo dear president dear friend lulaoficial inauguration together,France,Politics & Government,4883,2023-04-06 03:48:03+00:00
202,EmmanuelMacron,dragi hrvatski prijatelji dobro doli u euro welcome dear croatian friends common currency euro,France,Society & Culture,4847,2023-04-06 03:44:56+00:00
203,EmmanuelMacron,unity solidarity audacity collective ambition wishes year 2023 live republic live france,France,Society & Culture,4835,2023-04-06 03:44:04+00:00
204,EmmanuelMacron,let us generation builders generation responsibility recast france euro transmit stronger beautiful childrentogether succeed,France,Society & Culture,4795,2023-04-06 03:43:29+00:00
205,EmmanuelMacron,vows 2023 french,France,Society & Culture,4762,2023-04-05 16:57:46+00:00
206,EmmanuelMacron,thoughts go catholics france world bereaved departure blessed holiness xvi worked soul intelligence fraternal world,France,Society & Culture,4755,2023-04-05 16:33:32+00:00
207,EmmanuelMacron,game king eternity jogo rei eternidade,France,Society & Culture,4729,2023-04-05 11:12:19+00:00
208,EmmanuelMacron,tonight many us wake family friends think watch us gendarmes police firefighters caregivers soldiers sailors airmen huge thank,France,Society & Culture,4726,2023-04-05 07:59:26+00:00
209,EmmanuelMacron,french french lets make end year time fraternity lets watch otheri wish happy christmas beautiful holidays,France,Society & Culture,4715,2023-04-05 07:57:58+00:00
210,EmmanuelMacron,kurdishs france target odious attack heart bettingthinking victims people struggle live families close friendsrecognition forces order courage cold blood,France,Health,4708,2023-04-05 03:24:02+00:00
212,EmmanuelMacron,jordan friendly country partner occupies major role peace middle east 2nd bagdad summit held yesterday dialogue cooperation illustrated thank king abdallah ii jordanian people welcome,France,Society & Culture,4708,2023-04-05 03:23:17+00:00
213,EmmanuelMacron,serve country useful every day neither french ever forget,France,Society & Culture,4702,2023-04-05 03:21:32+00:00
214,EmmanuelMacron,many families meet holidays soldiers remain engaged protect us sailors spent hours gallstones name nation huge thank extraordinary,France,Health,4699,2023-04-05 03:21:04+00:00
215,EmmanuelMacron,putting end plastic pollution planting billion trees developing alternatives pesticides promoting agroecology protecting mediterranean oceans france let go anything restore biodiversity,France,Society & Culture,4671,2023-04-05 03:20:34+00:00
216,EmmanuelMacron,agreement decided cop 15 course protect biodiversity global level set place action,France,Politics & Government,4506,2023-04-05 03:19:54+00:00
217,EmmanuelMacron,countries around world line call protect 30 per cent land oceans mobilize 30 billion year 2030 support developing countries ambition,France,Politics & Government,4492,2023-04-05 03:19:18+00:00
218,EmmanuelMacron,historic agreement biodiversity show mobilization france european union accession,France,Politics & Government,4463,2023-04-05 03:18:27+00:00
219,EmmanuelMacron,support ukrainian strengthening defensive dissuasive posture otan east europe sailors aircraft group mission decisive,France,Politics & Government,4445,2023-04-04 13:55:17+00:00
220,EmmanuelMacron,sailors gallstones,France,Health,4434,2023-04-04 12:17:30+00:00
221,EmmanuelMacron,proud,France,Society & Culture,4425,2023-04-04 04:38:45+00:00
222,EmmanuelMacron,bravo france team journey combativeness world cup made nation supporters whole world vibrate congratulations argentinian victory,France,Society & Culture,4326,2023-04-04 04:02:32+00:00
223,EmmanuelMacron,bruises made us dream,France,Business & Finance,4324,2023-04-04 04:02:12+00:00
224,EmmanuelMacron,blues,France,Health,4314,2023-04-04 04:01:50+00:00
225,EmmanuelMacron,thank dear ursula proud european support behind blues,France,Society & Culture,4298,2023-04-04 04:01:21+00:00
226,EmmanuelMacron,toda mi amistad con la argentina amrica latina querido alferdez pero de antemano lo siento por esta tarte,France,Health,4235,2023-04-04 04:00:38+00:00
227,EmmanuelMacron,lets,France,Health,4234,2023-04-03 13:22:27+00:00
228,EmmanuelMacron,vulnerable countries home biodiversity treasures need increase funding support expense spared france double funding 1 trillion euros per year cop 15 storeholders get board join fight,France,Business & Finance,4210,2023-04-03 13:21:58+00:00
229,EmmanuelMacron,100 countries committed protecting 30 worlds land oceans part high ambition coalition nature people launched costa rica uk everyone else else say join us,France,Health,4193,2023-04-03 13:21:38+00:00
230,EmmanuelMacron,france 30 land oceans protected 33 country already protected status created second larget marine protected area world lets across globe,France,Society & Culture,4187,2023-04-03 13:21:20+00:00
231,EmmanuelMacron,days go end cop 15 biodiversity conference montreal message partners time small decisions lets go big lets work together achieve ambitious agreement possible world dependent,France,Politics & Government,4167,2023-04-03 07:07:16+00:00
232,EmmanuelMacron,protect forests oceans life support putting humanity risk sake children must everything protect biodiversity appeal,France,Society & Culture,4158,2023-04-03 03:51:48+00:00
233,EmmanuelMacron,vulnerable countries host treasures biodiversity need increase financing accompany put package france double aid 1 billion euros per year actors cop 15 engage us,France,Business & Finance,4142,2023-04-03 03:51:03+00:00
234,EmmanuelMacron,protect 30 land oceans 100 countries committed us coalition high ambition nature peoples launched costa rica united kingdom others say join us,France,Politics & Government,4121,2023-04-03 03:50:41+00:00
235,EmmanuelMacron,protecting 30 land oceans done france 33 territory already enjoys protection status created second largest marine protected area planet lets global level,France,Politics & Government,4119,2023-04-03 03:50:17+00:00
236,EmmanuelMacron,days end 15 biodiversity show message sending partners dont make small decisions lets everything lets bring together ambitious agreement world needs,France,Health,4107,2023-04-02 14:35:15+00:00
237,EmmanuelMacron,protect forests oceans whole life contain humanity put jeopardy children must everything protect biodiversity call,France,Health,4066,2023-04-02 07:46:47+00:00
238,EmmanuelMacron,lot done recent months europe reduce cost energy stocks joint purchases solidarity tools 19 december finalise axes energy policy cap price gas,France,Politics & Government,4036,2023-04-02 04:48:12+00:00
239,EmmanuelMacron,make european industries competitive,France,Business & Finance,4034,2023-04-02 04:48:11+00:00
240,EmmanuelMacron,russia pay price unjustified aggression ukraine european council adopting 9th package sanctions,France,Politics & Government,4007,2023-04-02 03:05:28+00:00
